person_income,loan_amnt,loan_int_rate,loan_percent_income,default_history,loan_grades,person_home_ownership_MORTGAGE,person_home_ownership_OWN,person_home_ownership_RENT,loan_status
0.02855685874553799,0.014492753623188404,0.3213483146067417,0.10975609756097561,0,2,0.0,1.0,0.0,0
0.02855685874553799,0.14492753623188404,0.41853932584269665,0.6829268292682926,0,3,1.0,0.0,0.0,1
0.3136155022947476,0.9999999999999999,0.5511235955056182,0.6341463414634146,0,3,0.0,0.0,1.0,1
0.25701172870984196,0.9999999999999999,0.49719101123595516,0.6585365853658537,1,3,0.0,0.0,1.0,1
0.03008669046404895,0.05797101449275363,0.09662921348314607,0.2926829268292683,0,1,0.0,1.0,0.0,1
0.37276899541050484,0.9999999999999999,0.39325842696629226,0.5365853658536586,0,2,0.0,0.0,1.0,1
0.382233554309026,0.9999999999999999,0.3196629213483147,0.524390243902439,0,2,0.0,0.0,1.0,1
0.40285568587455384,0.9999999999999999,0.19550561797752813,0.5,0,1,0.0,0.0,1.0,1
0.030596634370219276,0.0318840579710145,0.5235955056179777,0.18292682926829268,0,4,0.0,1.0,0.0,1
0.41305456399796026,0.9999999999999999,0.27808988764044945,0.4878048780487804,0,2,0.0,0.0,1.0,1
0.030596634370219276,0.11594202898550725,0.18033707865168547,0.5365853658536586,0,1,0.0,1.0,0.0,1
0.46404895461499235,0.9999999999999999,0.1393258426966293,0.43902439024390244,0,1,0.0,0.0,1.0,1
0.5311575726670067,0.9999999999999999,0.7286516853932588,0.3780487804878049,0,5,0.0,0.0,1.0,1
0.5660377358490566,0.9999999999999999,0.1393258426966293,0.35365853658536583,0,1,0.0,0.0,1.0,0
0.5915349311575727,0.9999999999999999,0.1393258426966293,0.3414634146341463,0,1,0.0,0.0,1.0,0
0.44931667516573176,0.9999999999999999,0.8331460674157305,0.3780487804878049,0,6,0.0,0.0,1.0,1
0.5558388577256502,0.9999999999999999,0.7207865168539327,0.36585365853658536,0,4,0.0,0.0,1.0,1
0.03467618561958184,0.03623188405797101,0.3129213483146068,0.18292682926829268,0,2,1.0,0.0,0.0,1
0.8082610912799593,0.9999999999999999,0.11629213483146073,0.25609756097560976,0,1,0.0,0.0,1.0,0
0.6782253952065272,0.9942028985507246,0.6376404494382024,0.2926829268292683,1,5,0.0,0.0,1.0,0
0.31106578276389596,0.9710144927536232,0.6831460674157304,0.6219512195121951,0,4,0.0,0.0,1.0,1
0.035594084650688425,0.028985507246376812,0.10505617977528092,0.15853658536585366,0,1,0.0,1.0,0.0,0
0.3875573686894442,0.9695652173913043,0.5123595505617977,0.5,1,4,0.0,0.0,1.0,1
0.325068842427333,0.9420289855072463,0.4078651685393259,0.5853658536585366,0,3,0.0,0.0,1.0,1
0.035696073431922486,0.1181159420289855,0.6921348314606741,0.5,1,5,1.0,0.0,0.0,1
0.035696073431922486,0.02608695652173913,0.21910112359550565,0.14634146341463414,0,1,0.0,1.0,0.0,0
0.31106578276389596,0.927536231884058,0.256741573033708,0.5975609756097561,0,2,0.0,0.0,1.0,1
0.03767975522692504,0.10144927536231883,0.4168539325842698,0.4146341463414634,1,3,0.0,0.0,0.0,1
0.03834778174400816,0.043478260869565216,0.32022471910112366,0.1951219512195122,0,2,0.0,1.0,0.0,1
0.5915349311575727,0.9130434782608695,0.06741573033707865,0.3170731707317073,0,1,0.0,0.0,1.0,0
0.46404895461499235,0.8855072463768116,0.49157303370786526,0.3902439024390244,1,3,0.0,0.0,1.0,1
0.0407955124936257,0.05797101449275363,0.11741573033707864,0.24390243902439024,0,1,0.0,1.0,0.0,1
0.22437531871494137,0.855072463768116,0.7286516853932588,0.7560975609756098,0,5,0.0,0.0,1.0,1
0.3059663437021928,0.855072463768116,0.5123595505617977,0.5609756097560975,1,4,0.0,0.0,1.0,1
0.3620601733809281,0.855072463768116,0.6443820224719103,0.47560975609756095,1,4,0.0,0.0,1.0,1
0.34421213666496686,0.855072463768116,0.3149964412182796,0.5,0,4,0.0,0.0,1.0,1
0.2960224375318715,0.855072463768116,0.7061797752808989,0.4878048780487804,0,5,0.0,0.0,1.0,1
0.0407955124936257,0.05797101449275363,0.4084269662921349,0.24390243902439024,0,2,0.0,1.0,0.0,1
0.3910759816420194,0.855072463768116,0.11629213483146073,0.43902439024390244,0,1,0.0,0.0,1.0,1
0.31769505354411015,0.855072463768116,0.4084269662921349,0.4512195121951219,0,2,0.0,0.0,1.0,1
0.43359510453850075,0.855072463768116,0.06741573033707865,0.4024390243902439,0,1,0.0,0.0,1.0,1
0.37735849056603776,0.855072463768116,0.3149964412182796,0.4512195121951219,1,4,0.0,0.0,1.0,1
0.37735849056603776,0.855072463768116,0.7415730337078654,0.4512195121951219,1,6,0.0,0.0,1.0,1
0.44877103518612954,0.855072463768116,0.5511235955056182,0.3902439024390244,1,3,0.0,0.0,1.0,1
0.47424783273839877,0.855072463768116,0.29382022471910124,0.36585365853658536,0,2,0.0,0.0,1.0,1
0.5915349311575727,0.855072463768116,0.1393258426966293,0.2926829268292683,0,1,0.0,0.0,1.0,0
0.6323304436511984,0.855072463768116,0.10505617977528092,0.2682926829268293,0,1,0.0,0.0,1.0,0
0.0407955124936257,0.03623188405797101,0.3149964412182796,0.17073170731707316,1,5,0.0,1.0,0.0,0
0.647628760836308,0.855072463768116,0.03202247191011237,0.2682926829268293,0,1,0.0,0.0,1.0,0
0.33656297807241203,0.8289855072463768,0.5938202247191013,0.5,0,4,0.0,0.0,1.0,1
0.0407955124936257,0.028985507246376812,0.5292134831460675,0.14634146341463414,1,4,1.0,0.0,0.0,0
0.0407955124936257,0.07246376811594203,0.3149964412182796,0.2926829268292683,0,3,0.0,1.0,0.0,1
0.2700152983171851,0.7971014492753623,0.3149964412182796,0.5853658536585366,0,1,0.0,0.0,1.0,1
0.0407955124936257,0.07246376811594203,0.4601123595505619,0.2926829268292683,1,3,0.0,1.0,0.0,1
0.31106578276389596,0.7971014492753623,0.1393258426966293,0.5121951219512195,0,1,0.0,0.0,1.0,1
0.41305456399796026,0.7971014492753623,0.11629213483146073,0.3902439024390244,0,1,0.0,0.0,1.0,1
0.0407955124936257,0.16231884057971013,0.11741573033707864,0.6097560975609756,0,1,0.0,1.0,0.0,1
0.42835288118306986,0.7971014492753623,0.252247191011236,0.3780487804878049,0,2,0.0,0.0,1.0,1
0.0407955124936257,0.1072463768115942,0.452808988764045,0.4146341463414634,1,3,0.0,1.0,0.0,1
0.0407955124936257,0.12318840579710146,0.09662921348314607,0.47560975609756095,0,1,0.0,1.0,0.0,1
0.40287608363080063,0.7971014492753623,0.5938202247191013,0.4024390243902439,1,4,0.0,0.0,1.0,1
0.4895461499235084,0.7971014492753623,0.4084269662921349,0.32926829268292684,0,2,0.0,0.0,1.0,0
0.5405405405405406,0.7971014492753623,0.19550561797752813,0.2926829268292683,0,1,0.0,0.0,1.0,0
0.0407955124936257,0.06376811594202898,0.3149964412182796,0.2682926829268293,0,1,0.0,1.0,0.0,1
0.5303416624171341,0.7971014492753623,0.3149964412182796,0.3048780487804878,0,2,0.0,0.0,1.0,1
0.7506374298827129,0.7971014492753623,0.3196629213483147,0.2195121951219512,0,2,0.0,0.0,1.0,0
0.33146353901070885,0.7855072463768116,0.3149964412182796,0.47560975609756095,0,1,0.0,0.0,1.0,1
0.0407955124936257,0.07971014492753624,0.5764044943820226,0.3170731707317073,1,5,1.0,0.0,0.0,1
0.33656297807241203,0.782608695652174,0.4292134831460675,0.46341463414634143,1,3,0.0,0.0,1.0,1
0.3528811830698623,0.7695652173913043,0.5730337078651686,0.43902439024390244,1,4,0.0,0.0,1.0,1
0.40285568587455384,0.7681159420289855,0.4533707865168541,0.3902439024390244,1,3,0.0,0.0,1.0,1
0.3538959714431413,0.7681159420289855,0.3149964412182796,0.43902439024390244,0,4,0.0,0.0,1.0,1
0.29831718510963795,0.7391304347826088,0.3533707865168541,0.5,0,2,0.0,0.0,1.0,1
0.5915349311575727,0.727536231884058,0.4084269662921349,0.24390243902439024,0,2,0.0,0.0,1.0,0
0.04263131055583885,0.0318840579710145,0.45786516853932596,0.14634146341463414,0,3,0.0,1.0,0.0,0
0.28556858745537994,0.7239130434782609,0.3129213483146068,0.5,0,2,0.0,0.0,1.0,1
0.40285568587455384,0.7188405797101449,0.3129213483146068,0.35365853658536583,0,2,0.0,0.0,1.0,1
0.043855175930647625,0.03623188405797101,0.4601123595505619,0.15853658536585366,0,3,0.0,1.0,0.0,0
0.1963284038755737,0.7101449275362319,0.4106741573033709,0.7073170731707317,1,3,0.0,0.0,1.0,1
0.18867924528301888,0.7101449275362319,0.3149964412182796,0.7317073170731707,0,4,0.0,0.0,1.0,1
0.04495665476797553,0.07246376811594203,0.41853932584269665,0.2682926829268293,1,3,0.0,1.0,0.0,1
0.04569097399286079,0.09130434782608696,0.252247191011236,0.32926829268292684,0,2,1.0,0.0,0.0,1
0.04569097399286079,0.11594202898550725,0.3601123595505619,0.4146341463414634,0,2,1.0,0.0,0.0,1
0.045874553799082105,0.05507246376811595,0.4533707865168541,0.2073170731707317,1,3,0.0,1.0,0.0,1
0.19377868434472206,0.7101449275362319,0.5151685393258427,0.7195121951219512,1,4,0.0,0.0,1.0,1
0.22437531871494137,0.7101449275362319,0.23707865168539338,0.6219512195121951,0,2,0.0,0.0,1.0,1
0.045874553799082105,0.08985507246376812,0.5151685393258427,0.32926829268292684,0,4,0.0,1.0,0.0,1
0.045874553799082105,0.12318840579710146,0.3149964412182796,0.43902439024390244,0,2,0.0,1.0,0.0,1
0.19561448240693524,0.7101449275362319,0.6140449438202249,0.7073170731707317,1,5,0.0,0.0,1.0,1
0.22947475777664456,0.7101449275362319,0.3129213483146068,0.6097560975609756,0,2,0.0,0.0,1.0,1
0.2318408975012749,0.7101449275362319,0.3601123595505619,0.6097560975609756,0,2,0.0,0.0,1.0,1
0.2345741968383478,0.7101449275362319,0.1393258426966293,0.5975609756097561,0,1,0.0,0.0,1.0,1
0.2345741968383478,0.7101449275362319,0.03202247191011237,0.5975609756097561,0,1,0.0,0.0,1.0,1
0.20397756246812848,0.7101449275362319,0.556741573033708,0.6829268292682926,0,4,0.0,0.0,1.0,1
0.2345741968383478,0.7101449275362319,0.3601123595505619,0.5975609756097561,0,2,0.0,0.0,1.0,1
0.23459459459459459,0.7101449275362319,0.2775280898876405,0.5975609756097561,0,2,0.0,0.0,1.0,1
0.23459459459459459,0.7101449275362319,0.3825842696629214,0.5975609756097561,0,3,0.0,0.0,1.0,1
0.2447730749617542,0.7101449275362319,0.3196629213483147,0.573170731707317,0,2,0.0,0.0,1.0,1
0.04691483936766956,0.1289855072463768,0.1393258426966293,0.4512195121951219,0,1,0.0,1.0,0.0,1
0.2447730749617542,0.7101449275362319,0.43820224719101136,0.573170731707317,0,3,0.0,0.0,1.0,1
0.21417644059153496,0.7101449275362319,0.3617977528089888,0.6463414634146342,0,4,0.0,0.0,1.0,1
0.24987251402345745,0.7101449275362319,0.4500000000000001,0.5609756097560975,1,3,0.0,0.0,1.0,1
0.21927587965323814,0.7101449275362319,0.553932584269663,0.6341463414634146,1,4,0.0,0.0,1.0,1
0.21927587965323814,0.7101449275362319,0.7028089887640452,0.6341463414634146,0,5,0.0,0.0,1.0,1
0.04691483936766956,0.02608695652173913,0.21516853932584273,0.12195121951219513,0,2,1.0,0.0,0.0,0
0.04691483936766956,0.11594202898550725,0.4247191011235956,0.4024390243902439,0,3,0.0,1.0,0.0,1
0.22437531871494137,0.7101449275362319,0.7308988764044946,0.6219512195121951,0,6,0.0,0.0,1.0,1
0.260050994390617,0.7101449275362319,0.3149964412182796,0.5365853658536586,0,2,0.0,0.0,1.0,1
0.26007139214686387,0.7101449275362319,0.3149964412182796,0.5365853658536586,1,4,0.0,0.0,1.0,1
0.26007139214686387,0.7101449275362319,0.3337078651685394,0.5365853658536586,0,2,0.0,0.0,1.0,1
0.26007139214686387,0.7101449275362319,0.5747191011235957,0.5365853658536586,1,4,0.0,0.0,1.0,1
0.2609077001529832,0.7101449275362319,0.43820224719101136,0.5365853658536586,1,3,0.0,0.0,1.0,1
0.26517083120856705,0.7101449275362319,0.41853932584269665,0.5365853658536586,0,3,0.0,0.0,1.0,1
0.9484956654767975,0.6231884057971014,0.6831460674157304,0.13414634146341461,1,6,1.0,0.0,0.0,1
0.05058643549209586,0.21014492753623187,0.6528089887640451,0.6707317073170732,0,5,0.0,1.0,0.0,1
0.28556858745537994,0.7101449275362319,0.3129213483146068,0.5,0,2,0.0,0.0,1.0,1
0.28556858745537994,0.7101449275362319,0.3196629213483147,0.5,0,2,0.0,0.0,1.0,1
0.25497195308516063,0.7101449275362319,0.5286516853932586,0.5487804878048781,1,4,0.0,0.0,1.0,1
0.05099439061703212,0.10144927536231883,0.3149964412182796,0.3414634146341463,0,4,0.0,1.0,0.0,1
0.9994900560938297,0.3333333333333333,0.4084269662921349,0.06097560975609756,0,2,0.0,0.0,1.0,0
0.9994900560938297,0.3333333333333333,0.4533707865168541,0.06097560975609756,0,3,1.0,0.0,0.0,0
0.9994900560938297,0.4492753623188405,0.5185393258426967,0.08536585365853659,0,3,1.0,0.0,0.0,0
0.25497195308516063,0.7101449275362319,0.6404494382022474,0.5487804878048781,0,5,0.0,0.0,1.0,1
0.28556858745537994,0.7101449275362319,0.4106741573033709,0.5,0,3,0.0,0.0,1.0,1
0.28556858745537994,0.7101449275362319,0.27134831460674164,0.5,0,2,0.0,0.0,1.0,1
0.28556858745537994,0.7101449275362319,0.3129213483146068,0.5,0,2,0.0,0.0,1.0,1
0.2955583885772565,0.7101449275362319,0.4106741573033709,0.47560975609756095,0,3,0.0,0.0,1.0,1
0.2672106068332484,0.7101449275362319,0.5359550561797755,0.524390243902439,1,4,0.0,0.0,1.0,1
0.9994900560938297,0.7971014492753623,0.3149964412182796,0.15853658536585366,0,1,1.0,0.0,0.0,0
0.9994900560938297,0.7101449275362319,0.4814606741573035,0.14634146341463414,0,3,1.0,0.0,0.0,0
0.9994900560938297,0.6811594202898551,0.11629213483146073,0.13414634146341461,0,1,1.0,0.0,0.0,0
0.9994900560938297,0.42028985507246375,0.5264044943820225,0.07317073170731708,0,3,1.0,0.0,0.0,0
0.9994900560938297,0.43478260869565216,0.3691011235955057,0.08536585365853659,0,2,1.0,0.0,0.0,0
0.9994900560938297,0.2753623188405797,0.17247191011235963,0.04878048780487805,0,1,0.0,0.0,1.0,0
0.3161652218255992,0.7101449275362319,0.252247191011236,0.4512195121951219,0,2,0.0,0.0,1.0,1
0.3161652218255992,0.7101449275362319,0.4292134831460675,0.4512195121951219,1,3,0.0,0.0,1.0,1
0.9994900560938297,0.24637681159420288,0.04213483146067415,0.03658536585365854,0,1,1.0,0.0,0.0,0
0.9994900560938297,0.5072463768115942,0.6123595505617978,0.0975609756097561,0,4,0.0,0.0,1.0,0
0.9994900560938297,0.3333333333333333,0.2786516853932585,0.06097560975609756,0,2,1.0,0.0,0.0,0
0.9994900560938297,0.6536231884057971,0.5016853932584271,0.13414634146341461,0,3,1.0,0.0,0.0,0
0.9994900560938297,0.5652173913043479,0.3149964412182796,0.10975609756097561,0,2,1.0,0.0,0.0,0
0.28556858745537994,0.7101449275362319,0.3149964412182796,0.5,1,5,0.0,0.0,1.0,1
0.05303416624171341,0.07246376811594203,0.3149964412182796,0.24390243902439024,0,2,0.0,1.0,0.0,1
0.3212442631310556,0.7101449275362319,0.5500000000000003,0.43902439024390244,1,4,0.0,0.0,1.0,1
0.32126466088730243,0.7101449275362319,0.1393258426966293,0.43902439024390244,0,1,0.0,0.0,1.0,1
0.32126466088730243,0.7101449275362319,0.3129213483146068,0.43902439024390244,0,2,0.0,0.0,1.0,1
0.3263640999490056,0.7101449275362319,0.4870786516853934,0.43902439024390244,1,4,0.0,0.0,1.0,1
0.33146353901070885,0.7101449275362319,0.6780898876404495,0.4268292682926829,0,4,0.0,0.0,1.0,1
0.9994900560938297,0.3333333333333333,0.3404494382022473,0.06097560975609756,0,2,1.0,0.0,0.0,0
0.9382967873533912,0.5652173913043479,0.6921348314606741,0.12195121951219513,0,5,1.0,0.0,0.0,1
0.9994900560938297,0.07246376811594203,0.47752808988764056,0.0,0,3,1.0,0.0,0.0,0
0.33654258031616524,0.7101449275362319,0.5500000000000003,0.4268292682926829,0,4,0.0,0.0,1.0,1
0.05303416624171341,0.10144927536231883,0.3129213483146068,0.32926829268292684,0,2,0.0,1.0,0.0,1
0.33656297807241203,0.7101449275362319,0.3617977528089888,0.4268292682926829,0,2,0.0,0.0,1.0,1
0.05303416624171341,0.15942028985507245,0.11629213483146073,0.5,0,1,0.0,1.0,0.0,1
0.26568077511473737,0.7101449275362319,0.6219101123595505,0.4512195121951219,0,4,0.0,0.0,1.0,1
0.3161652218255992,0.7101449275362319,0.556741573033708,0.4512195121951219,1,4,0.0,0.0,1.0,1
0.3161652218255992,0.7101449275362319,0.3460674157303371,0.4512195121951219,0,2,0.0,0.0,1.0,1
0.05303416624171341,0.14130434782608695,0.02078651685393257,0.43902439024390244,0,1,0.0,1.0,0.0,1
0.34988271290158085,0.7101449275362319,0.4320224719101124,0.4024390243902439,0,3,0.0,0.0,1.0,1
0.3569607343192249,0.7101449275362319,0.2775280898876405,0.4024390243902439,0,2,0.0,0.0,1.0,1
0.3620601733809281,0.7101449275362319,0.2775280898876405,0.3902439024390244,0,2,0.0,0.0,1.0,1
0.958694543600204,0.6231884057971014,0.3149964412182796,0.12195121951219513,1,3,0.0,0.0,1.0,0
0.9535951045385008,0.2753623188405797,0.399438202247191,0.04878048780487805,0,2,1.0,0.0,0.0,0
0.9500254971953085,0.42028985507246375,0.3149964412182796,0.08536585365853659,0,1,1.0,0.0,0.0,0
0.9484956654767975,0.2753623188405797,0.3149964412182796,0.04878048780487805,0,3,1.0,0.0,0.0,0
0.3620601733809281,0.7101449275362319,0.27134831460674164,0.3902439024390244,0,2,0.0,0.0,1.0,1
0.34166241713411527,0.7101449275362319,0.5915730337078653,0.4146341463414634,1,4,0.0,0.0,1.0,1
0.9484956654767975,0.5652173913043479,0.3797752808988765,0.12195121951219513,0,2,1.0,0.0,0.0,0
0.9484752677205508,0.6811594202898551,0.3601123595505619,0.14634146341463414,0,2,0.0,1.0,0.0,0
0.37735849056603776,0.7101449275362319,0.3149964412182796,0.3780487804878049,1,3,0.0,0.0,1.0,1
0.37735849056603776,0.7101449275362319,0.29213483146067415,0.3780487804878049,0,2,0.0,0.0,1.0,1
0.37992860785313615,0.7101449275362319,0.2988764044943821,0.3780487804878049,0,2,0.0,0.0,1.0,1
0.9280979092299847,0.2753623188405797,0.27134831460674164,0.04878048780487805,0,2,0.0,1.0,0.0,0
0.9229984701682815,0.42028985507246375,0.553370786516854,0.08536585365853659,0,3,0.0,0.0,1.0,0
0.2960224375318715,0.7101449275362319,0.556741573033708,0.4024390243902439,1,4,0.0,0.0,1.0,1
0.3845792962774095,0.7101449275362319,0.5500000000000003,0.36585365853658536,1,4,0.0,0.0,1.0,1
0.05303416624171341,0.16666666666666666,0.5224719101123596,0.5121951219512195,0,3,0.0,1.0,0.0,1
0.3856756756756757,0.7101449275362319,0.5775280898876405,0.36585365853658536,1,4,0.0,0.0,1.0,1
0.3856807751147374,0.7101449275362319,0.44550561797752813,0.36585365853658536,0,3,0.0,0.0,1.0,1
0.05303416624171341,0.028985507246376812,0.3149964412182796,0.10975609756097561,0,3,1.0,0.0,0.0,0
0.3875573686894442,0.7101449275362319,0.06741573033707865,0.36585365853658536,0,1,0.0,0.0,1.0,1
0.3875573686894442,0.7101449275362319,0.4601123595505619,0.36585365853658536,0,3,0.0,0.0,1.0,1
0.9229984701682815,0.7101449275362319,0.3337078651685394,0.15853658536585366,0,2,0.0,0.0,1.0,0
0.9229984701682815,0.13043478260869565,0.12696629213483146,0.024390243902439022,0,1,0.0,1.0,0.0,0
